MatchType;MatchValue;IDE;Target;Publisher;ExtensionId;DisplayName;LatestVersion;InstallCount;AverageRating;RatingCount;MarketplaceTags;MarketplaceUrl
Tag;ai;VSCode;Microsoft.VisualStudio.Code;04756;chatgpt-box;chatgpt-box;3.9.8;1096;;;;https://marketplace.visualstudio.com/items?itemName=04756.chatgpt-box
Tag;chatgpt;VSCode;Microsoft.VisualStudio.Code;04756;chatgpt-box;chatgpt-box;3.9.8;1096;;;;https://marketplace.visualstudio.com/items?itemName=04756.chatgpt-box
Tag;copilot;VSCode;Microsoft.VisualStudio.Code;04756;chatgpt-box;chatgpt-box;3.9.8;1096;;;;https://marketplace.visualstudio.com/items?itemName=04756.chatgpt-box
Tag;openai;VSCode;Microsoft.VisualStudio.Code;04756;chatgpt-box;chatgpt-box;3.9.8;1096;;;;https://marketplace.visualstudio.com/items?itemName=04756.chatgpt-box
Tag;llm;VSCode;Microsoft.VisualStudio.Code;0X4N0NYM0U5;UserStudy-CodingAssistant;UserStudy (AI-powered Coding Assistant tools);1.1.3;216;;;;https://marketplace.visualstudio.com/items?itemName=0X4N0NYM0U5.UserStudy-CodingAssistant
Tag;ai;VSCode;Microsoft.VisualStudio.Code;0ly;claude-terminal-panel;Claude Terminal Panel;1.0.9;32;5;1;;https://marketplace.visualstudio.com/items?itemName=0ly.claude-terminal-panel
Tag;claude;VSCode;Microsoft.VisualStudio.Code;0ly;claude-terminal-panel;Claude Terminal Panel;1.0.9;32;5;1;;https://marketplace.visualstudio.com/items?itemName=0ly.claude-terminal-panel
Tag;gemini;VSCode;Microsoft.VisualStudio.Code;0ly;claude-terminal-panel;Claude Terminal Panel;1.0.9;32;5;1;;https://marketplace.visualstudio.com/items?itemName=0ly.claude-terminal-panel
Category;AI;VSCode;Microsoft.VisualStudio.Code;0to60-ai;brewdata;brewdata;0.0.3;74;5;1;;https://marketplace.visualstudio.com/items?itemName=0to60-ai.brewdata
Tag;ai;VSCode;Microsoft.VisualStudio.Code;0to60-ai;brewdata;brewdata;0.0.3;74;5;1;;https://marketplace.visualstudio.com/items?itemName=0to60-ai.brewdata
Tag;chatgpt;VSCode;Microsoft.VisualStudio.Code;0to60-ai;brewdata;brewdata;0.0.3;74;5;1;;https://marketplace.visualstudio.com/items?itemName=0to60-ai.brewdata
Tag;claude;VSCode;Microsoft.VisualStudio.Code;0to60-ai;brewdata;brewdata;0.0.3;74;5;1;;https://marketplace.visualstudio.com/items?itemName=0to60-ai.brewdata
Tag;llama;VSCode;Microsoft.VisualStudio.Code;0to60-ai;brewdata;brewdata;0.0.3;74;5;1;;https://marketplace.visualstudio.com/items?itemName=0to60-ai.brewdata
Tag;ai;VSCode;Microsoft.VisualStudio.Code;0xFedev;vs-chatgpt;VS ChatGPT;1.5.0;10686;5;1;;https://marketplace.visualstudio.com/items?itemName=0xFedev.vs-chatgpt
Tag;chatgpt;VSCode;Microsoft.VisualStudio.Code;0xFedev;vs-chatgpt;VS ChatGPT;1.5.0;10686;5;1;;https://marketplace.visualstudio.com/items?itemName=0xFedev.vs-chatgpt
Tag;openai;VSCode;Microsoft.VisualStudio.Code;0xFedev;vs-chatgpt;VS ChatGPT;1.5.0;10686;5;1;;https://marketplace.visualstudio.com/items?itemName=0xFedev.vs-chatgpt
Tag;copilot;VSCode;Microsoft.VisualStudio.Code;0xk1h0;secure-codegen;SecureCodeGen;0.0.1;20;;;;https://marketplace.visualstudio.com/items?itemName=0xk1h0.secure-codegen
Tag;copilot;VSCode;Microsoft.VisualStudio.Code;0xk1h0;skku-usable-sec-test-codetocode;skku-usable-sec-test-codetocode;0.1.6;20;;;;https://marketplace.visualstudio.com/items?itemName=0xk1h0.skku-usable-sec-test-codetocode
Tag;copilot;VSCode;Microsoft.VisualStudio.Code;0xk1h0;skku-usable-sec-test-nltocode;skku-usable-sec-test-nltocode;0.1.1;64;;;;https://marketplace.visualstudio.com/items?itemName=0xk1h0.skku-usable-sec-test-nltocode
Category;AI;VSCode;Microsoft.VisualStudio.Code;1031022;bob-ai-cli;Bob AI CLI;0.0.9;188;5;3;;https://marketplace.visualstudio.com/items?itemName=1031022.bob-ai-cli
Tag;claude;VSCode;Microsoft.VisualStudio.Code;1031022;bob-ai-cli;Bob AI CLI;0.0.9;190;5;3;;https://marketplace.visualstudio.com/items?itemName=1031022.bob-ai-cli
Tag;ai;VSCode;Microsoft.VisualStudio.Code;10Clouds;10minions;10Minions (GPT-4 enabled);0.9.12;3430;5;3;;https://marketplace.visualstudio.com/items?itemName=10Clouds.10minions
Tag;chatgpt;VSCode;Microsoft.VisualStudio.Code;10Clouds;10minions;10Minions (GPT-4 enabled);0.9.12;3430;5;3;;https://marketplace.visualstudio.com/items?itemName=10Clouds.10minions
Tag;copilot;VSCode;Microsoft.VisualStudio.Code;10Clouds;10minions;10Minions (GPT-4 enabled);0.9.12;3430;5;3;;https://marketplace.visualstudio.com/items?itemName=10Clouds.10minions
Tag;openai;VSCode;Microsoft.VisualStudio.Code;10Clouds;10minions;10Minions (GPT-4 enabled);0.9.12;3430;5;3;;https://marketplace.visualstudio.com/items?itemName=10Clouds.10minions
Tag;ai;VSCode;Microsoft.VisualStudio.Code;10XDEVAI;devxai;DevX AI;0.0.7;390;4;1;;https://marketplace.visualstudio.com/items?itemName=10XDEVAI.devxai
Tag;chatgpt;VSCode;Microsoft.VisualStudio.Code;10XDEVAI;devxai;DevX AI;0.0.7;390;4;1;;https://marketplace.visualstudio.com/items?itemName=10XDEVAI.devxai
Tag;copilot;VSCode;Microsoft.VisualStudio.Code;10XDEVAI;devxai;DevX AI;0.0.7;390;4;1;;https://marketplace.visualstudio.com/items?itemName=10XDEVAI.devxai
Tag;openai;VSCode;Microsoft.VisualStudio.Code;10XDEVAI;devxai;DevX AI;0.0.7;390;4;1;;https://marketplace.visualstudio.com/items?itemName=10XDEVAI.devxai
Tag;ai;VSCode;Microsoft.VisualStudio.Code;10nates;ollama-autocoder;Ollama Autocoder;0.1.1;71251;5;5;;https://marketplace.visualstudio.com/items?itemName=10nates.ollama-autocoder
Tag;llama;VSCode;Microsoft.VisualStudio.Code;10nates;ollama-autocoder;Ollama Autocoder;0.1.1;71267;5;5;;https://marketplace.visualstudio.com/items?itemName=10nates.ollama-autocoder
Tag;llm;VSCode;Microsoft.VisualStudio.Code;10nates;ollama-autocoder;Ollama Autocoder;0.1.1;71284;5;5;;https://marketplace.visualstudio.com/items?itemName=10nates.ollama-autocoder
Tag;ollama;VSCode;Microsoft.VisualStudio.Code;10nates;ollama-autocoder;Ollama Autocoder;0.1.1;71267;5;5;;https://marketplace.visualstudio.com/items?itemName=10nates.ollama-autocoder
Tag;ai;VSCode;Microsoft.VisualStudio.Code;1791Technologies;kilocode-deepinfra;Kilo Code – DeepInfra Helper;1.0.3;845;;;;https://marketplace.visualstudio.com/items?itemName=1791Technologies.kilocode-deepinfra
Tag;deepseek;VSCode;Microsoft.VisualStudio.Code;1791Technologies;kilocode-deepinfra;Kilo Code – DeepInfra Helper;1.0.3;844;;;;https://marketplace.visualstudio.com/items?itemName=1791Technologies.kilocode-deepinfra
Tag;llama;VSCode;Microsoft.VisualStudio.Code;1791Technologies;kilocode-deepinfra;Kilo Code – DeepInfra Helper;1.0.3;844;;;;https://marketplace.visualstudio.com/items?itemName=1791Technologies.kilocode-deepinfra
Tag;openai;VSCode;Microsoft.VisualStudio.Code;1791Technologies;kilocode-deepinfra;Kilo Code – DeepInfra Helper;1.0.3;841;;;;https://marketplace.visualstudio.com/items?itemName=1791Technologies.kilocode-deepinfra
Tag;qwen;VSCode;Microsoft.VisualStudio.Code;1791Technologies;kilocode-deepinfra;Kilo Code – DeepInfra Helper;1.0.3;843;;;;https://marketplace.visualstudio.com/items?itemName=1791Technologies.kilocode-deepinfra
Tag;ai;VSCode;Microsoft.VisualStudio.Code;20minds;co-scientist;20minds Co-Scientist;0.4.6;33;;;;https://marketplace.visualstudio.com/items?itemName=20minds.co-scientist
Tag;copilot;VSCode;Microsoft.VisualStudio.Code;20minds;co-scientist;20minds Co-Scientist;0.4.6;33;;;;https://marketplace.visualstudio.com/items?itemName=20minds.co-scientist
Category;AI;VSCode;Microsoft.VisualStudio.Code;21st-dev;21st-extension;21st.dev;0.0.11;5804;;;;https://marketplace.visualstudio.com/items?itemName=21st-dev.21st-extension
Tag;ai;VSCode;Microsoft.VisualStudio.Code;21st-dev;21st-extension;21st.dev;0.0.11;5805;;;;https://marketplace.visualstudio.com/items?itemName=21st-dev.21st-extension
Tag;openai;VSCode;Microsoft.VisualStudio.Code;2333Ge;fe-dev-tools;fe-dev-tools;0.0.8;32;5;1;;https://marketplace.visualstudio.com/items?itemName=2333Ge.fe-dev-tools
Category;AI;VSCode;Microsoft.VisualStudio.Code;23J1633;rwb-html-to-ppt;RWB HTMLtoPPT;1.0.1;25;;;;https://marketplace.visualstudio.com/items?itemName=23J1633.rwb-html-to-ppt
Tag;ai;VSCode;Microsoft.VisualStudio.Code;23J1633;rwb-html-to-ppt;RWB HTMLtoPPT;1.0.1;25;;;;https://marketplace.visualstudio.com/items?itemName=23J1633.rwb-html-to-ppt
Tag;llm;VSCode;Microsoft.VisualStudio.Code;23J1633;rwb-html-to-ppt;RWB HTMLtoPPT;1.0.1;25;;;;https://marketplace.visualstudio.com/items?itemName=23J1633.rwb-html-to-ppt
Tag;ai;VSCode;Microsoft.VisualStudio.Code;2weeksco;ai-commit-message;Ai Commit Message;1.1.6;4505;5;2;;https://marketplace.visualstudio.com/items?itemName=2weeksco.ai-commit-message
Tag;chatgpt;VSCode;Microsoft.VisualStudio.Code;2weeksco;ai-commit-message;Ai Commit Message;1.1.6;4504;5;2;;https://marketplace.visualstudio.com/items?itemName=2weeksco.ai-commit-message
Category;AI;VSCode;Microsoft.VisualStudio.Code;360-Geelib-Copilot-Code;geelibcopilotcode;360geelib.copilot.code;4.0.3;1060;5;1;;https://marketplace.visualstudio.com/items?itemName=360-Geelib-Copilot-Code.geelibcopilotcode
Tag;ai;VSCode;Microsoft.VisualStudio.Code;360-Geelib-Copilot-Code;geelibcopilotcode;360geelib.copilot.code;4.0.3;1060;5;1;;https://marketplace.visualstudio.com/items?itemName=360-Geelib-Copilot-Code.geelibcopilotcode
Tag;chatgpt;VSCode;Microsoft.VisualStudio.Code;360-Geelib-Copilot-Code;geelibcopilotcode;360geelib.copilot.code;4.0.3;1064;5;1;;https://marketplace.visualstudio.com/items?itemName=360-Geelib-Copilot-Code.geelibcopilotcode
Tag;claude;VSCode;Microsoft.VisualStudio.Code;360-Geelib-Copilot-Code;geelibcopilotcode;360geelib.copilot.code;4.0.3;1062;5;1;;https://marketplace.visualstudio.com/items?itemName=360-Geelib-Copilot-Code.geelibcopilotcode
Tag;copilot;VSCode;Microsoft.VisualStudio.Code;360-Geelib-Copilot-Code;geelibcopilotcode;360geelib.copilot.code;4.0.3;1060;5;1;;https://marketplace.visualstudio.com/items?itemName=360-Geelib-Copilot-Code.geelibcopilotcode
Tag;llama;VSCode;Microsoft.VisualStudio.Code;360-Geelib-Copilot-Code;geelibcopilotcode;360geelib.copilot.code;4.0.3;1060;5;1;;https://marketplace.visualstudio.com/items?itemName=360-Geelib-Copilot-Code.geelibcopilotcode
Tag;mistral;VSCode;Microsoft.VisualStudio.Code;360-Geelib-Copilot-Code;geelibcopilotcode;360geelib.copilot.code;4.0.3;1063;5;1;;https://marketplace.visualstudio.com/items?itemName=360-Geelib-Copilot-Code.geelibcopilotcode
Category;AI;VSCode;Microsoft.VisualStudio.Code;3musketeers-br;dc-artisan;DC Artisan;1.0.4;57;;;;https://marketplace.visualstudio.com/items?itemName=3musketeers-br.dc-artisan
Tag;ai;VSCode;Microsoft.VisualStudio.Code;42Research;dynamic-vscode;Dynamic Chat;0.9.0;7;;;;https://marketplace.visualstudio.com/items?itemName=42Research.dynamic-vscode
Tag;ai;VSCode;Microsoft.VisualStudio.Code;454625164;realman;robot 交互页面;0.0.28;102;5;1;;https://marketplace.visualstudio.com/items?itemName=454625164.realman
Tag;ai;VSCode;Microsoft.VisualStudio.Code;454625164;samtest;samtest;0.0.17;12;5;1;;https://marketplace.visualstudio.com/items?itemName=454625164.samtest
Category;AI;VSCode;Microsoft.VisualStudio.Code;4architmehta;archivist;Archivist;0.0.12;291;4;2;;https://marketplace.visualstudio.com/items?itemName=4architmehta.archivist
Category;AI;VSCode;Microsoft.VisualStudio.Code;4dev-talentnxt;4dev-talentnxt;4dev Studio;4.13.2;59;5;4;;https://marketplace.visualstudio.com/items?itemName=4dev-talentnxt.4dev-talentnxt
Category;AI;VSCode;Microsoft.VisualStudio.Code;4regab;tasksync-chat;TaskSync;2.0.12;852;5;1;;https://marketplace.visualstudio.com/items?itemName=4regab.tasksync-chat
Tag;ai;VSCode;Microsoft.VisualStudio.Code;4regab;tasksync-chat;TaskSync;2.0.12;851;5;1;;https://marketplace.visualstudio.com/items?itemName=4regab.tasksync-chat
Tag;copilot;VSCode;Microsoft.VisualStudio.Code;4regab;tasksync-chat;TaskSync;2.0.12;848;5;1;;https://marketplace.visualstudio.com/items?itemName=4regab.tasksync-chat
Category;AI;VSCode;Microsoft.VisualStudio.Code;58AILab;codeling;CodeLing;1.0.6;402;;;;https://marketplace.visualstudio.com/items?itemName=58AILab.codeling
Tag;ai;VSCode;Microsoft.VisualStudio.Code;58AILab;codeling;CodeLing;1.0.6;402;;;;https://marketplace.visualstudio.com/items?itemName=58AILab.codeling
Tag;chatgpt;VSCode;Microsoft.VisualStudio.Code;58AILab;codeling;CodeLing;1.0.6;402;;;;https://marketplace.visualstudio.com/items?itemName=58AILab.codeling
Tag;claude;VSCode;Microsoft.VisualStudio.Code;58AILab;codeling;CodeLing;1.0.6;402;;;;https://marketplace.visualstudio.com/items?itemName=58AILab.codeling
Tag;copilot;VSCode;Microsoft.VisualStudio.Code;58AILab;codeling;CodeLing;1.0.6;402;;;;https://marketplace.visualstudio.com/items?itemName=58AILab.codeling
Tag;llama;VSCode;Microsoft.VisualStudio.Code;58AILab;codeling;CodeLing;1.0.6;402;;;;https://marketplace.visualstudio.com/items?itemName=58AILab.codeling
Tag;mistral;VSCode;Microsoft.VisualStudio.Code;58AILab;codeling;CodeLing;1.0.6;402;;;;https://marketplace.visualstudio.com/items?itemName=58AILab.codeling
Category;AI;VSCode;Microsoft.VisualStudio.Code;617694668;cline-cn;Cline Chinese [最新中文版];3.10.2;822;5;1;;https://marketplace.visualstudio.com/items?itemName=617694668.cline-cn
Tag;ai;VSCode;Microsoft.VisualStudio.Code;617694668;cline-cn;Cline Chinese [最新中文版];3.10.2;822;5;1;;https://marketplace.visualstudio.com/items?itemName=617694668.cline-cn
Tag;chatgpt;VSCode;Microsoft.VisualStudio.Code;617694668;cline-cn;Cline Chinese [最新中文版];3.10.2;822;5;1;;https://marketplace.visualstudio.com/items?itemName=617694668.cline-cn
Tag;claude;VSCode;Microsoft.VisualStudio.Code;617694668;cline-cn;Cline Chinese [最新中文版];3.10.2;822;5;1;;https://marketplace.visualstudio.com/items?itemName=617694668.cline-cn
Tag;llama;VSCode;Microsoft.VisualStudio.Code;617694668;cline-cn;Cline Chinese [最新中文版];3.10.2;822;5;1;;https://marketplace.visualstudio.com/items?itemName=617694668.cline-cn
Category;AI;VSCode;Microsoft.VisualStudio.Code;6o8;github-glasses-repository-manager;[DEPRECATED] Glasses: GitHub Repository & Workspace Manager;25.26.26;231;5;7;;https://marketplace.visualstudio.com/items?itemName=6o8.github-glasses-repository-manager
Category;AI;VSCode;Microsoft.VisualStudio.Code;6o8;workspace-control;Workspace Control;26.0.2;76;5;6;;https://marketplace.visualstudio.com/items?itemName=6o8.workspace-control
Category;AI;VSCode;Microsoft.VisualStudio.Code;8eton;ai-ide-bas;AI IDE BAS;0.1.5;924;5;6;;https://marketplace.visualstudio.com/items?itemName=8eton.ai-ide-bas
Tag;ai;VSCode;Microsoft.VisualStudio.Code;8eton;ai-ide-bas;AI IDE BAS;0.1.5;924;5;6;;https://marketplace.visualstudio.com/items?itemName=8eton.ai-ide-bas
Tag;chatgpt;VSCode;Microsoft.VisualStudio.Code;8eton;ai-ide-bas;AI IDE BAS;0.1.5;925;5;6;;https://marketplace.visualstudio.com/items?itemName=8eton.ai-ide-bas
Tag;claude;VSCode;Microsoft.VisualStudio.Code;8eton;ai-ide-bas;AI IDE BAS;0.1.5;924;5;6;;https://marketplace.visualstudio.com/items?itemName=8eton.ai-ide-bas
Tag;llama;VSCode;Microsoft.VisualStudio.Code;8eton;ai-ide-bas;AI IDE BAS;0.1.5;924;5;6;;https://marketplace.visualstudio.com/items?itemName=8eton.ai-ide-bas
Tag;ai;VSCode;Microsoft.VisualStudio.Code;99x;task-connector;Task Connector;0.20.0;14;;;;https://marketplace.visualstudio.com/items?itemName=99x.task-connector
Tag;claude;VSCode;Microsoft.VisualStudio.Code;99x;task-connector;Task Connector;0.20.0;14;;;;https://marketplace.visualstudio.com/items?itemName=99x.task-connector
Tag;ai;VSCode;Microsoft.VisualStudio.Code;A3DWaffle;ef-ai-tools;Expanding Fronts AI Tools;0.1.0;26;;;;https://marketplace.visualstudio.com/items?itemName=A3DWaffle.ef-ai-tools
Tag;ai;VSCode;Microsoft.VisualStudio.Code;ABC-Tools-code-review;ABC-Tools-code-review;ABC-Tools-code-review;0.1.8;20;;;;https://marketplace.visualstudio.com/items?itemName=ABC-Tools-code-review.ABC-Tools-code-review
Tag;claude;VSCode;Microsoft.VisualStudio.Code;ABC-Tools-code-review;ABC-Tools-code-review;ABC-Tools-code-review;0.1.8;20;;;;https://marketplace.visualstudio.com/items?itemName=ABC-Tools-code-review.ABC-Tools-code-review
Tag;openai;VSCode;Microsoft.VisualStudio.Code;ABC-Tools-code-review;ABC-Tools-code-review;ABC-Tools-code-review;0.1.8;20;;;;https://marketplace.visualstudio.com/items?itemName=ABC-Tools-code-review.ABC-Tools-code-review
Tag;copilot;VSCode;Microsoft.VisualStudio.Code;AGGM;aggpt;AgGPT;0.0.1;8;;;;https://marketplace.visualstudio.com/items?itemName=AGGM.aggpt
Tag;ai;VSCode;Microsoft.VisualStudio.Code;AI-Archive;ai-archive-mcp-server;AI-Archive MCP Server;0.1.11;61;5;1;;https://marketplace.visualstudio.com/items?itemName=AI-Archive.ai-archive-mcp-server
Tag;copilot;VSCode;Microsoft.VisualStudio.Code;AI-Archive;ai-archive-mcp-server;AI-Archive MCP Server;0.1.11;62;5;1;;https://marketplace.visualstudio.com/items?itemName=AI-Archive.ai-archive-mcp-server
Category;AI;VSCode;Microsoft.VisualStudio.Code;AI-CQE;cqe-reposight;CQE RepoSight;0.1.0;1;;;;https://marketplace.visualstudio.com/items?itemName=AI-CQE.cqe-reposight
Tag;ai;VSCode;Microsoft.VisualStudio.Code;AI-Dev-Agents;ai-dev-agents-workforce;AI Dev Agents - Multi-Agent AI Workforce;1.0.1;181;5;1;;https://marketplace.visualstudio.com/items?itemName=AI-Dev-Agents.ai-dev-agents-workforce
Tag;claude;VSCode;Microsoft.VisualStudio.Code;AI-Dev-Agents;ai-dev-agents-workforce;AI Dev Agents - Multi-Agent AI Workforce;1.0.1;182;5;1;;https://marketplace.visualstudio.com/items?itemName=AI-Dev-Agents.ai-dev-agents-workforce
Tag;copilot;VSCode;Microsoft.VisualStudio.Code;AI-Dev-Agents;ai-dev-agents-workforce;AI Dev Agents - Multi-Agent AI Workforce;1.0.1;182;5;1;;https://marketplace.visualstudio.com/items?itemName=AI-Dev-Agents.ai-dev-agents-workforce
Tag;ai;VSCode;Microsoft.VisualStudio.Code;AI-Driven-Dev;ai-driven-dev;AI-Driven Dev;0.4.1;971;5;1;;https://marketplace.visualstudio.com/items?itemName=AI-Driven-Dev.ai-driven-dev
Category;AI;VSCode;Microsoft.VisualStudio.Code;AI-TLU-assistant;ai-tlu;AI TLU assistant;1.0.0;15;;;;https://marketplace.visualstudio.com/items?itemName=AI-TLU-assistant.ai-tlu
Tag;ai;VSCode;Microsoft.VisualStudio.Code;AI-TLU-assistant;ai-tlu;AI TLU assistant;1.0.0;15;;;;https://marketplace.visualstudio.com/items?itemName=AI-TLU-assistant.ai-tlu
Tag;chatgpt;VSCode;Microsoft.VisualStudio.Code;AI-TLU-assistant;ai-tlu;AI TLU assistant;1.0.0;15;;;;https://marketplace.visualstudio.com/items?itemName=AI-TLU-assistant.ai-tlu
Tag;claude;VSCode;Microsoft.VisualStudio.Code;AI-TLU-assistant;ai-tlu;AI TLU assistant;1.0.0;15;;;;https://marketplace.visualstudio.com/items?itemName=AI-TLU-assistant.ai-tlu
Tag;copilot;VSCode;Microsoft.VisualStudio.Code;AI-TLU-assistant;ai-tlu;AI TLU assistant;1.0.0;15;;;;https://marketplace.visualstudio.com/items?itemName=AI-TLU-assistant.ai-tlu
Tag;mistral;VSCode;Microsoft.VisualStudio.Code;AI-TLU-assistant;ai-tlu;AI TLU assistant;1.0.0;15;;;;https://marketplace.visualstudio.com/items?itemName=AI-TLU-assistant.ai-tlu
Tag;ai;VSCode;Microsoft.VisualStudio.Code;AIAssistedCoding;ai-assisted-coding;AI Assisted Coding;0.0.15;4811;4,75;4;;https://marketplace.visualstudio.com/items?itemName=AIAssistedCoding.ai-assisted-coding
Tag;chatgpt;VSCode;Microsoft.VisualStudio.Code;AIAssistedCoding;ai-assisted-coding;AI Assisted Coding;0.0.15;4811;4,75;4;;https://marketplace.visualstudio.com/items?itemName=AIAssistedCoding.ai-assisted-coding
Tag;copilot;VSCode;Microsoft.VisualStudio.Code;AIAssistedCoding;ai-assisted-coding;AI Assisted Coding;0.0.15;4811;4,75;4;;https://marketplace.visualstudio.com/items?itemName=AIAssistedCoding.ai-assisted-coding
Tag;openai;VSCode;Microsoft.VisualStudio.Code;AIAssistedCoding;ai-assisted-coding;AI Assisted Coding;0.0.15;4810;4,75;4;;https://marketplace.visualstudio.com/items?itemName=AIAssistedCoding.ai-assisted-coding
Category;AI;VSCode;Microsoft.VisualStudio.Code;AIBuddyStudio;AIBuddy;AIBuddy;1.4.11;109;5;6;;https://marketplace.visualstudio.com/items?itemName=AIBuddyStudio.AIBuddy
Tag;ai;VSCode;Microsoft.VisualStudio.Code;AIBuddyStudio;AIBuddy;AIBuddy;1.4.11;109;5;6;;https://marketplace.visualstudio.com/items?itemName=AIBuddyStudio.AIBuddy
Tag;chatgpt;VSCode;Microsoft.VisualStudio.Code;AIBuddyStudio;AIBuddy;AIBuddy;1.4.11;109;5;6;;https://marketplace.visualstudio.com/items?itemName=AIBuddyStudio.AIBuddy
Tag;claude;VSCode;Microsoft.VisualStudio.Code;AIBuddyStudio;AIBuddy;AIBuddy;1.4.11;109;5;6;;https://marketplace.visualstudio.com/items?itemName=AIBuddyStudio.AIBuddy
Tag;copilot;VSCode;Microsoft.VisualStudio.Code;AIBuddyStudio;AIBuddy;AIBuddy;1.4.11;109;5;6;;https://marketplace.visualstudio.com/items?itemName=AIBuddyStudio.AIBuddy
Tag;llama;VSCode;Microsoft.VisualStudio.Code;AIBuddyStudio;AIBuddy;AIBuddy;1.4.11;109;5;6;;https://marketplace.visualstudio.com/items?itemName=AIBuddyStudio.AIBuddy
Tag;mistral;VSCode;Microsoft.VisualStudio.Code;AIBuddyStudio;AIBuddy;AIBuddy;1.4.11;109;5;6;;https://marketplace.visualstudio.com/items?itemName=AIBuddyStudio.AIBuddy
Tag;ai;VSCode;Microsoft.VisualStudio.Code;AIC;docify;Docify AI - Docstring & comment writer;1.3.5;32128;4,699999809;40;;https://marketplace.visualstudio.com/items?itemName=AIC.docify
Tag;ai;VSCode;Microsoft.VisualStudio.Code;AICKStudio;aickstudiodevassist;AICKStudio AI;1.0.0;24;;;;https://marketplace.visualstudio.com/items?itemName=AICKStudio.aickstudiodevassist
Tag;gemini;VSCode;Microsoft.VisualStudio.Code;AICKStudio;aickstudiodevassist;AICKStudio AI;1.0.0;24;;;;https://marketplace.visualstudio.com/items?itemName=AICKStudio.aickstudiodevassist
Tag;openai;VSCode;Microsoft.VisualStudio.Code;AICKStudio;aickstudiodevassist;AICKStudio AI;1.0.0;24;;;;https://marketplace.visualstudio.com/items?itemName=AICKStudio.aickstudiodevassist
Tag;ai;VSCode;Microsoft.VisualStudio.Code;AICodeSnippetRag;ai-code-snippet-rag;AI Code Snippet RAG;1.0.0;4;;;;https://marketplace.visualstudio.com/items?itemName=AICodeSnippetRag.ai-code-snippet-rag
Tag;rag;VSCode;Microsoft.VisualStudio.Code;AICodeSnippetRag;ai-code-snippet-rag;AI Code Snippet RAG;1.0.0;4;;;;https://marketplace.visualstudio.com/items?itemName=AICodeSnippetRag.ai-code-snippet-rag
Category;AI;VSCode;Microsoft.VisualStudio.Code;AICommit;git-commit-button;AI Commit Tool;0.1.5;21;;;;https://marketplace.visualstudio.com/items?itemName=AICommit.git-commit-button
Tag;ai;VSCode;Microsoft.VisualStudio.Code;AIFirstProgramming;ai-first-programming;AI First Programming;1.2.0;12;5;2;;https://marketplace.visualstudio.com/items?itemName=AIFirstProgramming.ai-first-programming
Tag;copilot;VSCode;Microsoft.VisualStudio.Code;AIFirstProgramming;ai-first-programming;AI First Programming;1.2.0;12;5;2;;https://marketplace.visualstudio.com/items?itemName=AIFirstProgramming.ai-first-programming
Tag;ai;VSCode;Microsoft.VisualStudio.Code;AIMatey;575-haiku-commit;575 Haiku Commit;1.0.4;10;;;;https://marketplace.visualstudio.com/items?itemName=AIMatey.575-haiku-commit
Tag;ai;VSCode;Microsoft.VisualStudio.Code;AIVory;aivory;AIVory - AI Compliance Scanner;1.1.0;24;;;;https://marketplace.visualstudio.com/items?itemName=AIVory.aivory
Category;AI;VSCode;Microsoft.VisualStudio.Code;AIoT;icoder;icoder;1.0.4;129;;;;https://marketplace.visualstudio.com/items?itemName=AIoT.icoder
Tag;ai;VSCode;Microsoft.VisualStudio.Code;AIoT;icoder;icoder;1.0.4;129;;;;https://marketplace.visualstudio.com/items?itemName=AIoT.icoder
Tag;chatgpt;VSCode;Microsoft.VisualStudio.Code;AIoT;icoder;icoder;1.0.4;129;;;;https://marketplace.visualstudio.com/items?itemName=AIoT.icoder
Tag;claude;VSCode;Microsoft.VisualStudio.Code;AIoT;icoder;icoder;1.0.4;130;;;;https://marketplace.visualstudio.com/items?itemName=AIoT.icoder
Tag;copilot;VSCode;Microsoft.VisualStudio.Code;AIoT;icoder;icoder;1.0.4;129;;;;https://marketplace.visualstudio.com/items?itemName=AIoT.icoder
Tag;llama;VSCode;Microsoft.VisualStudio.Code;AIoT;icoder;icoder;1.0.4;130;;;;https://marketplace.visualstudio.com/items?itemName=AIoT.icoder
Tag;mistral;VSCode;Microsoft.VisualStudio.Code;AIoT;icoder;icoder;1.0.4;129;;;;https://marketplace.visualstudio.com/items?itemName=AIoT.icoder
Category;AI;VSCode;Microsoft.VisualStudio.Code;AIxGeek;one-frontend;CodeCraft - 智能研发助手;0.0.40;60;;;;https://marketplace.visualstudio.com/items?itemName=AIxGeek.one-frontend
Tag;ai;VSCode;Microsoft.VisualStudio.Code;AMEOBIUS;security-assistant-vscode;Security Assistant - AI Security Scanner;1.0.0;43;5;1;;https://marketplace.visualstudio.com/items?itemName=AMEOBIUS.security-assistant-vscode
Tag;llm;VSCode;Microsoft.VisualStudio.Code;AMEOBIUS;security-assistant-vscode;Security Assistant - AI Security Scanner;1.0.0;42;5;1;;https://marketplace.visualstudio.com/items?itemName=AMEOBIUS.security-assistant-vscode
Tag;ai;VSCode;Microsoft.VisualStudio.Code;APEXE3;a3code;A3Code;0.15.963;35;5;2;;https://marketplace.visualstudio.com/items?itemName=APEXE3.a3code
Tag;copilot;VSCode;Microsoft.VisualStudio.Code;APEXE3;a3code;A3Code;0.15.963;35;5;2;;https://marketplace.visualstudio.com/items?itemName=APEXE3.a3code
